151 1754755701 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755702 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755703 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755704 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755705 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755706 3.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755707 3.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755708 3.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755709 3.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755710 3.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755716 0.800000 -1.000000 -101.000000 0.000000 0.000000
151 1754755717 0.800000 -1.000000 -101.000000 0.000000 0.000000
151 1754755718 0.800000 -1.000000 -101.000000 0.000000 0.000000
151 1754755719 0.800000 -1.000000 -101.000000 0.000000 0.000000
151 1754755720 0.800000 -1.000000 -101.000000 0.000000 0.000000
151 1754755721 1.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755722 1.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755723 1.600000 -1.000000 -101.000000 0.000000 0.000000
163 1754755721 0.400000 -1.000000 -101.000000 0.000000 0.000000
163 1754755722 0.400000 -1.000000 -101.000000 0.000000 0.000000
163 1754755723 0.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755724 1.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755725 1.600000 -1.000000 -101.000000 0.000000 0.000000
151 1754755726 7.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755727 7.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755728 7.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755729 7.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755730 7.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755731 7.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755732 7.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755733 7.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755734 7.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755735 7.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755736 5.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755737 5.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755738 5.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755739 5.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755740 5.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755756 0.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755757 0.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755758 0.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755759 0.200000 -1.000000 -101.000000 0.000000 0.000000
151 1754755760 0.200000 -1.000000 -101.000000 0.000000 0.000000
175 1754755761 0.800000 -1.000000 -101.000000 0.000000 0.000000
175 1754755762 0.800000 -1.000000 -101.000000 0.000000 0.000000
175 1754755763 0.800000 -1.000000 -101.000000 0.000000 0.000000
151 1754755766 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755767 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755768 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755769 2.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755770 2.400000 -1.000000 -101.000000 0.000000 0.000000
175 1754755764 0.800000 -1.000000 -101.000000 0.000000 0.000000
175 1754755765 0.800000 -1.000000 -101.000000 0.000000 0.000000
151 1754755781 0.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755782 0.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755783 0.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755784 0.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755785 0.400000 -1.000000 -101.000000 0.000000 0.000000
151 1754755786 3.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755787 3.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755788 3.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755789 3.000000 -1.000000 -101.000000 0.000000 0.000000
151 1754755790 3.000000 -1.000000 -101.000000 0.000000 0.000000
